likes,retweets,total_replies,created_at,cleaned_text,label,Cleaned_Text,Label
667,465,19,2024-09-26 03:01:11+00:00,the chief chapati eater and adil khawaja are the new faces of plunder in s tyrannical regime revolutionary genzote now knows whose neck should be placed on the guilotine next to rutos conman s gachaguas murkomens chirchirs,hate,the chief chapati eater and adil khawaja are the new faces of plunder in s tyrannical regime revolutionary genzote now knows whose neck should be placed on the guilotine next to rutos conman s gachaguas murkomens chirchirs,
3,0,1,2024-08-10 20:29:58+00:00,the chief thief murkomen land grabber master,hate,the chief thief murkomen land grabber master,
4,0,0,2024-08-18 23:56:37+00:00,fvck murkomen and ruto,hate,fvck murkomen and ruto,
84,21,4,2025-04-18 14:46:43+00:00,kuna kipsigis ameletwa na ruto sudi na murkomen kama project ya mp huko marakwet west ground imesema aende chepalungu,hate,kuna kipsigis ameletwa na ruto sudi na murkomen kama project ya mp huko marakwet west ground imesema aende chepalungu,
2,0,0,2025-01-15 18:24:39+00:00,arrest sudi murkomen ichungwa times a day for the whole year,neutral,arrest sudi murkomen ichungwa times a day for the whole year,
0,0,0,2025-01-16 17:55:54+00:00,murkomen has converted,offensive,murkomen has converted,
55,17,36,2025-04-16 08:20:45+00:00,cabinet secretary hon kipchumba murkomen posed an important question how best can we support our village elders participate in poll below,offensive,cabinet secretary hon kipchumba murkomen posed an important question how best can we support our village elders participate in poll below,
74,6,3,2025-04-13 13:11:37+00:00,kipngetik elgeyo marakwet with god everything is possible cs murkomen welcoming president william ruto,neutral,kipngetik elgeyo marakwet with god everything is possible cs murkomen welcoming president william ruto,
0,0,0,2025-01-16 17:38:56+00:00,kipchumba murkomen wants to ban x in kenya the govt wants to limit free speech in this country do something elon,neutral,kipchumba murkomen wants to ban x in kenya the govt wants to limit free speech in this country do something elon,
26,1,2,2025-04-11 19:56:58+00:00,mjadala wa echoes of war tamthilia inaendelea kuzua mjadala wa echoes of war serikalini na upinzani maudhui ya echoes of war yanakosoa utawala mbaya murkomen asema hatakubali siasa potovu kuingizwa shuleni,neutral,mjadala wa echoes of war tamthilia inaendelea kuzua mjadala wa echoes of war serikalini na upinzani maudhui ya echoes of war yanakosoa utawala mbaya murkomen asema hatakubali siasa potovu kuingizwa shuleni,
0,0,0,2024-12-04 20:23:17+00:00,btw ile mambo ya forests imefika huko marakwet west imebidi watu wameenda demos juzi wale community representatives wali chaguliwa na kina murkomen ati,hate,btw ile mambo ya forests imefika huko marakwet west imebidi watu wameenda demos juzi wale community representatives wali chaguliwa na kina murkomen ati,
0,0,0,2025-01-16 19:32:18+00:00,you look very young elon remember kipchumba murkomen is angry with x,offensive,you look very young elon remember kipchumba murkomen is angry with x,
2,0,0,2024-12-08 15:14:48+00:00,acheni sarakasi ebu endeeni shamba ruto amejenga weston hotel kwanzaalaf ruaraka ya matiangi railways in eldoret grabbed by murkomen nkts,hate,acheni sarakasi ebu endeeni shamba ruto amejenga weston hotel kwanzaalaf ruaraka ya matiangi railways in eldoret grabbed by murkomen nkts,
3,0,0,2025-04-13 09:02:43+00:00,haha sitawahi sahau usiku moja niliingia space fulani hapo randomly halafu nikaanza kutusiwa na watu wote walikuwa kwa hio space sijawahi shtuka hivo niwahi jipata kwa space kama si ile ya kuambia murkomen na ruto fuck you haziishi,hate,haha sitawahi sahau usiku moja niliingia space fulani hapo randomly halafu nikaanza kutusiwa na watu wote walikuwa kwa hio space sijawahi shtuka hivo niwahi jipata kwa space kama si ile ya kuambia murkomen na ruto fuck you haziishi,
5,0,0,2025-04-15 17:33:07+00:00,by the way ata mimi i am this close to quitting my day to day job i come to nairobi and become a full time conman for state house interior defence healthcare and environment ministries easiest money youll ever make out here unataja jina ruto and murkomen uko game,hate,by the way ata mimi i am this close to quitting my day to day job i come to nairobi and become a full time conman for state house interior defence healthcare and environment ministries easiest money youll ever make out here unataja jina ruto and murkomen uko game,
25,0,1,2024-07-06 20:05:33+00:00,read the last thread mr murkomen,hate,read the last thread mr murkomen,
30,3,8,2025-04-17 23:10:18+00:00,gachagua retire from politics i will talk to murkomen akupe securitykama hutaresign sahau kabisagaucho now declares,hate,gachagua retire from politics i will talk to murkomen akupe securitykama hutaresign sahau kabisagaucho now declares,
5,2,1,2025-03-10 09:40:53+00:00,mbona sioni rifle scope kwa hii gun na vile murkomen anastruggle kufunga jicho moja,hate,mbona sioni rifle scope kwa hii gun na vile murkomen anastruggle kufunga jicho moja,
2238,449,117,2025-03-09 16:05:04+00:00,it is becoming very hard to be a proud kenyan as time goes by,hate,it is becoming very hard to be a proud kenyan as time goes by,
117,60,5,2025-04-16 06:45:58+00:00,this is the reason why he is cs for healthcare he is a cold hearted criminal who is here to speak propaganda and false narratives one of ruto the looters best thieves like murkomen and chirchir,hate,this is the reason why he is cs for healthcare he is a cold hearted criminal who is here to speak propaganda and false narratives one of ruto the looters best thieves like murkomen and chirchir,
172,42,100,2025-04-15 13:58:20+00:00,registration for the social health authority sha has gained remarkable traction with an average of kenyans signing up daily a clear evidence of our collective resolve to achieve universal health coverage uhc this growing momentum reflects the trust kenyans are,hate,registration for the social health authority sha has gained remarkable traction with an average of kenyans signing up daily a clear evidence of our collective resolve to achieve universal health coverage uhc this growing momentum reflects the trust kenyans are,
0,0,0,2024-07-17 17:53:26+00:00,sema tuu murkomen,neutral,sema tuu murkomen,
2,1,0,2025-04-13 22:43:12+00:00,the cast that acted in echoes of war in will be voters will you still call them children cleophas malala to cs kipchumba murkomen,neutral,the cast that acted in echoes of war in will be voters will you still call them children cleophas malala to cs kipchumba murkomen,
27,4,8,2025-04-11 20:48:08+00:00,lamu governor shares ride with cs murkomen queues to welcome him inakaa kama drama festival thoughts,neutral,lamu governor shares ride with cs murkomen queues to welcome him inakaa kama drama festival thoughts,
1,1,0,2025-01-16 17:29:50+00:00,kipchumba murkomen wants to ban x in kenya the govt wants to limit free speech in this country do something elon,neutral,kipchumba murkomen wants to ban x in kenya the govt wants to limit free speech in this country do something elon,
0,0,0,2024-07-21 11:39:25+00:00,murkomen airport lease,offensive,murkomen airport lease,
101,22,20,2025-04-16 15:53:20+00:00,we are fully committed to ensuring lasting peace in turkana county and other regions with longstanding security challenges as part of these efforts i held a consultative meeting with elected leaders from turkana county to explore effective strategies to enhance security,offensive,we are fully committed to ensuring lasting peace in turkana county and other regions with longstanding security challenges as part of these efforts i held a consultative meeting with elected leaders from turkana county to explore effective strategies to enhance security,
17,15,0,2025-04-16 07:53:18+00:00,ukiona venye akina murkomen wanatetea breadbased government wanasema venye ata moi aliundakibaki na ata uhuru so it means ata ruto can have breadbased government mimi nikianza kutetea governmentntachizi,hate,ukiona venye akina murkomen wanatetea breadbased government wanasema venye ata moi aliundakibaki na ata uhuru so it means ata ruto can have breadbased government mimi nikianza kutetea governmentntachizi,
88,11,2,2025-04-15 15:08:53+00:00,authorities should investigate the state house and rutos allies like sudi and murkomen where theyre likely to find billions in cash not just millions how can politicians hold so much cash while kenyans demand better service delivery,offensive,authorities should investigate the state house and rutos allies like sudi and murkomen where theyre likely to find billions in cash not just millions how can politicians hold so much cash while kenyans demand better service delivery,
